danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Genre
0.788000,0.748000,7,-5.231000,0.066800,0.063900,0.000000,0.083300,0.758000,159.871000,5
0.708000,0.700000,7,-5.699000,0.126000,0.381000,0.000000,0.123000,0.427000,170.017000,5
0.685000,0.442000,1,-10.256000,0.052100,0.703000,0.000000,0.117000,0.204000,113.413000,5
0.713000,0.686000,1,-6.242000,0.376000,0.193000,0.000000,0.118000,0.511000,123.398000,5
0.713000,0.769000,0,-6.613000,0.047800,0.624000,0.000048,0.296000,0.876000,150.027000,5
0.722000,0.508000,8,-9.603000,0.179000,0.469000,0.000014,0.102000,0.517000,158.108000,5
0.750000,0.828000,5,-3.774000,0.031600,0.365000,0.000000,0.313000,0.838000,103.099000,5
0.739000,0.578000,0,-8.561000,0.230000,0.813000,0.000000,0.110000,0.500000,143.953000,5
0.520000,0.809000,2,-4.623000,0.428000,0.239000,0.000052,0.065400,0.420000,89.987000,5
0.818000,0.697000,3,-7.945000,0.188000,0.282000,0.000000,0.296000,0.805000,127.960000,5
0.811000,0.749000,4,-3.854000,0.196000,0.366000,0.000000,0.109000,0.572000,81.025000,5
0.896000,0.772000,11,-7.392000,0.109000,0.218000,0.001580,0.346000,0.817000,125.995000,5
0.806000,0.674000,4,-4.224000,0.079600,0.098700,0.000000,0.104000,0.293000,134.032000,5
0.758000,0.535000,7,-8.595000,0.396000,0.457000,0.000000,0.088100,0.527000,147.068000,5
0.788000,0.599000,6,-5.082000,0.123000,0.205000,0.000000,0.061300,0.660000,150.023000,5
0.631000,0.800000,0,-4.901000,0.116000,0.118000,0.000166,0.091200,0.426000,119.281000,5
0.802000,0.652000,8,-5.142000,0.356000,0.180000,0.000000,0.266000,0.452000,154.035000,5
0.698000,0.732000,8,-7.344000,0.198000,0.694000,0.000001,0.094300,0.300000,139.958000,5
0.775000,0.605000,7,-8.078000,0.386000,0.580000,0.000000,0.165000,0.537000,150.030000,5
0.650000,0.626000,6,-8.979000,0.157000,0.021500,0.000000,0.122000,0.281000,142.083000,5
0.957000,0.664000,9,-10.458000,0.283000,0.295000,0.000002,0.217000,0.805000,126.986000,5
0.742000,0.625000,0,-8.985000,0.267000,0.727000,0.000819,0.245000,0.384000,109.877000,5
0.733000,0.591000,2,-11.968000,0.320000,0.265000,0.000000,0.188000,0.637000,133.954000,5
0.832000,0.535000,9,-10.714000,0.194000,0.143000,0.000000,0.246000,0.556000,120.008000,5
0.642000,0.717000,1,-7.342000,0.163000,0.094500,0.000006,0.107000,0.156000,148.145000,5
0.679000,0.673000,0,-7.484000,0.346000,0.235000,0.000000,0.246000,0.538000,143.675000,5
0.933000,0.763000,9,-9.582000,0.079200,0.614000,0.000758,0.109000,0.798000,130.031000,5
0.758000,0.627000,5,-7.264000,0.392000,0.790000,0.000000,0.115000,0.258000,96.870000,5
0.680000,0.559000,0,-5.545000,0.129000,0.172000,0.000000,0.318000,0.137000,202.006000,5
0.766000,0.614000,5,-8.209000,0.154000,0.105000,0.000000,0.147000,0.570000,155.992000,5
0.703000,0.594000,5,-6.146000,0.075200,0.342000,0.000000,0.123000,0.475000,153.848000,5
0.777000,0.509000,10,-11.909000,0.465000,0.038300,0.000000,0.172000,0.512000,161.939000,5
0.805000,0.418000,9,-9.677000,0.198000,0.550000,0.000000,0.076500,0.717000,126.009000,5
0.796000,0.699000,0,-8.730000,0.267000,0.214000,0.000003,0.265000,0.541000,140.014000,5
0.790000,0.630000,6,-6.956000,0.101000,0.006780,0.000000,0.121000,0.556000,144.983000,5
0.717000,0.599000,11,-11.471000,0.116000,0.299000,0.004040,0.059400,0.220000,81.027000,5
0.732000,0.710000,7,-6.913000,0.086000,0.449000,0.000000,0.092000,0.383000,96.967000,5
0.718000,0.556000,11,-10.182000,0.310000,0.029800,0.000000,0.337000,0.398000,93.960000,5
0.805000,0.568000,6,-8.731000,0.293000,0.144000,0.000000,0.096000,0.372000,140.023000,5
0.850000,0.569000,5,-8.152000,0.136000,0.060900,0.081600,0.100000,0.294000,80.020000,5
0.821000,0.490000,6,-11.470000,0.202000,0.145000,0.000000,0.096400,0.665000,85.013000,5
0.593000,0.867000,9,-5.761000,0.210000,0.059200,0.000000,0.107000,0.544000,159.966000,5
0.496000,0.468000,9,-9.015000,0.294000,0.634000,0.000000,0.107000,0.365000,94.034000,5
0.703000,0.644000,9,-6.464000,0.130000,0.318000,0.000000,0.088200,0.291000,131.999000,5
0.761000,0.777000,8,-5.620000,0.139000,0.048400,0.000000,0.129000,0.743000,142.116000,5
0.694000,0.663000,11,-6.882000,0.334000,0.631000,0.000000,0.090600,0.214000,154.852000,5
0.715000,0.785000,11,-4.973000,0.099600,0.509000,0.000000,0.169000,0.504000,121.077000,5
0.773000,0.759000,7,-5.889000,0.051800,0.210000,0.000000,0.119000,0.670000,154.044000,5
0.665000,0.614000,0,-8.837000,0.038100,0.100000,0.000000,0.120000,0.422000,150.082000,5
0.884000,0.541000,11,-5.608000,0.221000,0.083100,0.000000,0.118000,0.274000,105.009000,5
0.705000,0.622000,5,-5.363000,0.076400,0.054300,0.000000,0.330000,0.147000,149.968000,5
0.727000,0.431000,2,-12.007000,0.395000,0.011100,0.016600,0.506000,0.223000,150.005000,5
0.740000,0.613000,8,-4.880000,0.145000,0.258000,0.003720,0.123000,0.473000,75.023000,5
0.698000,0.676000,1,-7.143000,0.033100,0.524000,0.000000,0.320000,0.516000,94.079000,5
0.786000,0.671000,1,-6.650000,0.175000,0.320000,0.000000,0.105000,0.351000,94.992000,5
0.710000,0.543000,6,-9.724000,0.172000,0.010000,0.000000,0.152000,0.315000,92.113000,5
0.825000,0.669000,11,-3.806000,0.034800,0.419000,0.000009,0.205000,0.796000,135.044000,5
0.903000,0.651000,6,-5.800000,0.160000,0.008360,0.000853,0.110000,0.719000,145.015000,5
0.867000,0.761000,1,-5.100000,0.093700,0.336000,0.000002,0.065400,0.609000,122.952000,5
0.853000,0.612000,10,-5.271000,0.059200,0.204000,0.000000,0.231000,0.589000,99.983000,5
0.933000,0.414000,1,-7.997000,0.118000,0.230000,0.000018,0.280000,0.447000,119.965000,5
0.744000,0.702000,2,-4.633000,0.073200,0.032500,0.000001,0.178000,0.487000,147.013000,5
0.971000,0.507000,0,-7.575000,0.222000,0.021300,0.000000,0.101000,0.716000,127.039000,5
0.763000,0.573000,0,-7.657000,0.041900,0.155000,0.000000,0.217000,0.198000,130.004000,5
0.910000,0.606000,9,-5.029000,0.219000,0.402000,0.000000,0.080300,0.792000,140.051000,5
0.888000,0.569000,0,-6.612000,0.342000,0.044700,0.000000,0.136000,0.829000,150.064000,5
0.652000,0.464000,4,-5.928000,0.087200,0.443000,0.000000,0.091900,0.526000,139.901000,5
0.473000,0.779000,1,-3.725000,0.041400,0.186000,0.000000,0.189000,0.438000,108.287000,5
0.817000,0.590000,0,-4.197000,0.095000,0.203000,0.000000,0.152000,0.461000,129.997000,5
0.806000,0.629000,1,-6.341000,0.119000,0.005110,0.000057,0.112000,0.225000,139.940000,5
0.947000,0.536000,0,-8.740000,0.238000,0.340000,0.000000,0.045300,0.498000,135.969000,5
0.615000,0.597000,1,-9.479000,0.199000,0.715000,0.000000,0.076100,0.479000,171.980000,5
0.838000,0.291000,2,-9.485000,0.140000,0.030600,0.000008,0.107000,0.348000,130.227000,5
0.786000,0.717000,0,-3.778000,0.062800,0.372000,0.000000,0.202000,0.559000,75.020000,5
0.826000,0.449000,5,-8.330000,0.067400,0.556000,0.000018,0.273000,0.337000,128.028000,5
0.856000,0.482000,3,-8.990000,0.052200,0.152000,0.000000,0.134000,0.431000,124.050000,5
0.761000,0.783000,5,-1.903000,0.187000,0.381000,0.000006,0.122000,0.745000,167.898000,5
0.877000,0.665000,1,-6.116000,0.053800,0.406000,0.000035,0.232000,0.143000,122.004000,5
0.797000,0.498000,11,-9.742000,0.325000,0.457000,0.000000,0.113000,0.653000,120.027000,5
0.813000,0.884000,2,-4.817000,0.119000,0.128000,0.000023,0.122000,0.646000,126.892000,5
0.758000,0.778000,8,-4.390000,0.049200,0.491000,0.000000,0.207000,0.837000,135.984000,5
0.749000,0.689000,7,-5.743000,0.101000,0.246000,0.000231,0.229000,0.632000,74.974000,5
0.731000,0.562000,5,-8.384000,0.043200,0.226000,0.000170,0.196000,0.508000,138.055000,5
0.609000,0.706000,11,-3.077000,0.062400,0.663000,0.000000,0.160000,0.356000,129.600000,5
0.849000,0.521000,2,-7.087000,0.236000,0.199000,0.000001,0.108000,0.623000,150.017000,5
0.840000,0.665000,7,-6.400000,0.252000,0.150000,0.000006,0.091600,0.541000,144.890000,5
0.800000,0.640000,8,-4.493000,0.059700,0.436000,0.000049,0.634000,0.493000,90.009000,5
0.779000,0.688000,10,-4.905000,0.064800,0.431000,0.000000,0.083900,0.563000,139.840000,5
0.856000,0.523000,6,-7.500000,0.419000,0.228000,0.000000,0.089500,0.378000,89.912000,5
0.942000,0.808000,10,-5.317000,0.119000,0.073000,0.000000,0.093500,0.444000,98.978000,5
0.626000,0.753000,5,-4.500000,0.067600,0.053300,0.000159,0.252000,0.550000,160.006000,5
0.726000,0.611000,4,-6.966000,0.040500,0.071200,0.000003,0.101000,0.328000,100.976000,5
0.913000,0.714000,2,-3.136000,0.129000,0.004720,0.000031,0.361000,0.869000,129.013000,5
0.929000,0.547000,4,-6.491000,0.143000,0.199000,0.000001,0.337000,0.933000,141.970000,5
0.846000,0.792000,6,-6.453000,0.038300,0.348000,0.009650,0.089200,0.579000,135.998000,5
0.800000,0.629000,1,-3.998000,0.103000,0.220000,0.000000,0.425000,0.370000,134.999000,5
0.769000,0.867000,0,-2.809000,0.166000,0.386000,0.000000,0.126000,0.688000,130.165000,5
0.695000,0.522000,8,-7.271000,0.321000,0.192000,0.000099,0.081600,0.327000,134.979000,5
0.897000,0.523000,0,-6.574000,0.108000,0.025000,0.000001,0.118000,0.336000,144.978000,5
0.774000,0.583000,5,-7.717000,0.084700,0.284000,0.371000,0.153000,0.334000,89.999000,5
0.887000,0.627000,9,-6.989000,0.254000,0.136000,0.002880,0.091400,0.530000,80.025000,5
0.792000,0.680000,5,-5.392000,0.119000,0.361000,0.000000,0.100000,0.519000,140.041000,5
0.962000,0.221000,3,-10.071000,0.140000,0.052100,0.000005,0.150000,0.656000,128.019000,5
0.752000,0.640000,6,-7.286000,0.113000,0.294000,0.000000,0.126000,0.529000,116.923000,5
0.812000,0.633000,8,-6.629000,0.107000,0.153000,0.000000,0.122000,0.616000,150.009000,5
0.882000,0.574000,7,-7.121000,0.197000,0.228000,0.000000,0.159000,0.609000,134.980000,5
0.796000,0.817000,11,-4.291000,0.063300,0.523000,0.000000,0.344000,0.680000,129.987000,5
0.882000,0.777000,5,-4.445000,0.050400,0.354000,0.000000,0.135000,0.533000,121.985000,5
0.945000,0.565000,2,-6.194000,0.159000,0.113000,0.000007,0.068600,0.509000,119.938000,5
0.651000,0.575000,0,-7.739000,0.299000,0.627000,0.000202,0.096100,0.248000,160.007000,5
0.877000,0.481000,1,-7.538000,0.167000,0.060800,0.000000,0.092400,0.378000,123.979000,5
0.796000,0.683000,10,-2.754000,0.150000,0.108000,0.000000,0.107000,0.353000,140.108000,5
0.849000,0.560000,1,-8.573000,0.344000,0.181000,0.000003,0.223000,0.299000,130.924000,5
0.820000,0.779000,1,-7.650000,0.196000,0.022100,0.000000,0.078000,0.717000,141.998000,5
0.718000,0.529000,8,-5.668000,0.252000,0.228000,0.000009,0.222000,0.682000,82.594000,5
0.641000,0.652000,8,-8.575000,0.264000,0.420000,0.000002,0.094000,0.406000,175.022000,5
0.710000,0.798000,5,-3.597000,0.044200,0.193000,0.000000,0.209000,0.503000,126.974000,5
0.762000,0.869000,2,-1.009000,0.096500,0.194000,0.000000,0.079800,0.547000,86.011000,5
0.818000,0.664000,9,-4.684000,0.046300,0.192000,0.000000,0.092700,0.729000,133.010000,5
0.917000,0.536000,11,-9.362000,0.289000,0.142000,0.000000,0.122000,0.657000,129.011000,5
0.769000,0.487000,1,-9.718000,0.276000,0.802000,0.000000,0.118000,0.475000,139.901000,5
0.716000,0.562000,5,-6.739000,0.064100,0.477000,0.000000,0.064900,0.580000,127.053000,5
0.702000,0.642000,4,-9.031000,0.278000,0.142000,0.000468,0.525000,0.558000,180.089000,5
0.301000,0.626000,8,-7.418000,0.104000,0.069300,0.554000,0.089500,0.217000,82.265000,5
0.399000,0.862000,8,-4.291000,0.417000,0.223000,0.000005,0.383000,0.486000,149.263000,5
0.512000,0.877000,5,-5.548000,0.574000,0.711000,0.000000,0.425000,0.317000,128.224000,5
0.621000,0.870000,10,-3.238000,0.277000,0.148000,0.000001,0.158000,0.470000,141.996000,5
0.519000,0.763000,1,-6.275000,0.035300,0.017000,0.000000,0.120000,0.105000,114.971000,5
0.470000,0.644000,6,-4.792000,0.039200,0.183000,0.000000,0.094500,0.308000,148.010000,5
0.526000,0.912000,10,-5.816000,0.084800,0.129000,0.000008,0.328000,0.339000,145.043000,5
0.575000,0.825000,10,-2.096000,0.064000,0.004680,0.002290,0.140000,0.107000,116.042000,5
0.455000,0.897000,2,-3.068000,0.088300,0.024500,0.649000,0.222000,0.250000,150.004000,5
0.305000,0.683000,10,-5.900000,0.105000,0.047800,0.867000,0.228000,0.326000,105.028000,5
0.549000,0.819000,6,-6.068000,0.051000,0.000032,0.756000,0.088600,0.301000,99.990000,5
0.596000,0.712000,11,-5.558000,0.042000,0.097700,0.000000,0.328000,0.381000,149.935000,5
0.373000,0.813000,4,-3.831000,0.095200,0.049200,0.000000,0.163000,0.207000,160.048000,5
0.614000,0.884000,7,-5.785000,0.051000,0.019200,0.427000,0.117000,0.450000,140.006000,5
0.500000,0.609000,1,-8.793000,0.094500,0.007740,0.005620,0.332000,0.150000,163.940000,5
0.494000,0.777000,10,-6.716000,0.054600,0.001530,0.000053,0.123000,0.260000,92.027000,5
0.621000,0.889000,8,-6.393000,0.038200,0.013400,0.410000,0.150000,0.155000,125.995000,5
0.428000,0.530000,7,-9.295000,0.045500,0.261000,0.000495,0.093400,0.052000,155.017000,5
0.604000,0.742000,8,-8.101000,0.031500,0.014700,0.000733,0.158000,0.123000,108.021000,5
0.892000,0.592000,5,-9.991000,0.145000,0.391000,0.145000,0.090300,0.244000,114.968000,5
0.798000,0.664000,8,-4.321000,0.030000,0.460000,0.000007,0.157000,0.314000,110.025000,5
0.636000,0.809000,10,-5.196000,0.050000,0.043900,0.010100,0.093500,0.119000,121.057000,5
0.453000,0.616000,4,-9.329000,0.045600,0.030400,0.000105,0.172000,0.039700,139.987000,5
0.538000,0.882000,4,-6.098000,0.044300,0.067200,0.317000,0.143000,0.252000,159.980000,5
0.522000,0.695000,11,-5.971000,0.049900,0.112000,0.000000,0.101000,0.121000,159.778000,5
0.457000,0.670000,4,-4.859000,0.081500,0.276000,0.000005,0.105000,0.267000,150.093000,5
0.478000,0.940000,10,-4.912000,0.063700,0.000245,0.847000,0.116000,0.273000,149.994000,5
0.315000,0.770000,5,-3.913000,0.092900,0.454000,0.000000,0.122000,0.433000,140.095000,5
0.367000,0.742000,5,-5.827000,0.035200,0.085100,0.804000,0.121000,0.223000,149.937000,5
0.500000,0.586000,11,-9.641000,0.283000,0.605000,0.012400,0.194000,0.172000,160.179000,5
0.505000,0.784000,8,-4.587000,0.037200,0.005410,0.000647,0.086500,0.395000,77.452000,5
0.693000,0.747000,0,-7.469000,0.058000,0.172000,0.003250,0.105000,0.252000,131.986000,5
0.662000,0.653000,2,-6.152000,0.052600,0.190000,0.000027,0.117000,0.159000,137.985000,5
0.543000,0.580000,2,-7.065000,0.241000,0.797000,0.784000,0.113000,0.343000,81.738000,5
0.283000,0.782000,7,-6.243000,0.122000,0.018900,0.023800,0.099400,0.080700,150.306000,5
0.701000,0.682000,5,-11.993000,0.205000,0.028500,0.003190,0.332000,0.267000,100.029000,5
0.253000,0.720000,8,-5.973000,0.056000,0.159000,0.015700,0.155000,0.132000,70.515000,5
0.541000,0.510000,11,-4.282000,0.064400,0.014200,0.000057,0.096700,0.226000,147.143000,5
0.591000,0.826000,7,-8.347000,0.113000,0.005690,0.000266,0.075100,0.330000,145.029000,5
0.527000,0.683000,8,-5.023000,0.035000,0.407000,0.000002,0.101000,0.114000,92.986000,5
0.545000,0.862000,2,-4.686000,0.420000,0.015500,0.003190,0.363000,0.678000,164.930000,5
0.634000,0.495000,2,-7.631000,0.048300,0.003320,0.042600,0.211000,0.217000,135.912000,5
0.366000,0.762000,2,-3.434000,0.068400,0.129000,0.000177,0.295000,0.204000,170.178000,5
0.439000,0.546000,5,-7.086000,0.035600,0.157000,0.000002,0.472000,0.166000,149.889000,5
0.564000,0.669000,9,-2.579000,0.421000,0.300000,0.003460,0.127000,0.465000,150.123000,5
0.444000,0.723000,5,-6.496000,0.046700,0.049500,0.000000,0.186000,0.241000,170.008000,5
0.410000,0.814000,0,-6.563000,0.102000,0.012900,0.000326,0.078200,0.471000,139.939000,5
0.595000,0.792000,1,-4.037000,0.067500,0.002300,0.000700,0.182000,0.338000,130.035000,5
0.513000,0.849000,1,-3.637000,0.061700,0.001680,0.346000,0.129000,0.230000,160.061000,5
0.452000,0.634000,1,-5.627000,0.141000,0.495000,0.000000,0.143000,0.198000,80.036000,5
0.594000,0.857000,0,-6.441000,0.042300,0.126000,0.729000,0.111000,0.058100,102.882000,5
0.401000,0.308000,6,-12.464000,0.117000,0.389000,0.005700,0.143000,0.205000,147.314000,5
0.350000,0.679000,9,-6.349000,0.056600,0.001420,0.000000,0.124000,0.200000,149.902000,5
0.582000,0.587000,0,-6.304000,0.035000,0.265000,0.000000,0.099800,0.313000,75.026000,5
0.611000,0.393000,9,-13.501000,0.144000,0.292000,0.908000,0.112000,0.167000,80.006000,5
0.411000,0.848000,5,-3.024000,0.040400,0.138000,0.000046,0.078900,0.149000,179.963000,5
0.556000,0.562000,0,-7.141000,0.085900,0.204000,0.000000,0.126000,0.115000,80.093000,5
0.537000,0.697000,1,-4.580000,0.038500,0.132000,0.000000,0.104000,0.228000,144.009000,5
0.495000,0.926000,1,-3.333000,0.055600,0.012600,0.000000,0.263000,0.523000,155.031000,5
0.551000,0.622000,2,-8.823000,0.109000,0.008050,0.040200,0.703000,0.073900,180.165000,5
0.598000,0.665000,6,-4.399000,0.090800,0.009580,0.001300,0.106000,0.183000,92.072000,5
0.566000,0.767000,6,-6.150000,0.081700,0.106000,0.000000,0.086200,0.236000,98.111000,5
0.544000,0.924000,8,-3.094000,0.044300,0.001540,0.932000,0.136000,0.280000,160.039000,5
0.619000,0.697000,11,-4.103000,0.163000,0.122000,0.002140,0.303000,0.523000,149.940000,5
0.526000,0.773000,2,-7.790000,0.051300,0.028600,0.020000,0.377000,0.172000,146.055000,5
0.503000,0.778000,10,-3.477000,0.150000,0.038900,0.000003,0.111000,0.276000,150.142000,5
0.440000,0.710000,5,-6.093000,0.131000,0.567000,0.000196,0.212000,0.837000,93.147000,5
0.700000,0.702000,2,-8.066000,0.033600,0.015900,0.666000,0.051900,0.129000,103.996000,5
0.259000,0.760000,4,-5.029000,0.070900,0.035400,0.000000,0.174000,0.232000,171.777000,5
0.709000,0.729000,1,-7.836000,0.033700,0.006890,0.000152,0.093800,0.590000,129.968000,5
0.521000,0.882000,4,-5.268000,0.045500,0.009220,0.634000,0.349000,0.112000,140.028000,5
0.301000,0.824000,9,-5.921000,0.202000,0.059200,0.000951,0.137000,0.134000,149.737000,5
0.702000,0.801000,9,-5.239000,0.092800,0.336000,0.000099,0.093400,0.236000,127.976000,5
0.430000,0.522000,8,-4.934000,0.036900,0.587000,0.000000,0.179000,0.576000,82.017000,5
0.472000,0.605000,8,-4.437000,0.134000,0.031100,0.030800,0.101000,0.212000,128.375000,5
0.623000,0.494000,4,-7.521000,0.061800,0.147000,0.000000,0.275000,0.260000,115.132000,5
0.489000,0.757000,1,-5.229000,0.066000,0.116000,0.003270,0.754000,0.254000,89.944000,5
0.553000,0.757000,3,-6.935000,0.054200,0.002090,0.026400,0.279000,0.106000,150.041000,5
0.577000,0.554000,11,-6.527000,0.036300,0.045500,0.000001,0.126000,0.181000,105.080000,5
0.477000,0.808000,6,-4.517000,0.056100,0.007650,0.000034,0.179000,0.262000,145.070000,5
0.355000,0.631000,6,-11.155000,0.065400,0.011500,0.000000,0.094400,0.369000,179.766000,5
0.465000,0.826000,0,-5.628000,0.084600,0.025900,0.000709,0.201000,0.338000,160.052000,5
0.562000,0.892000,6,-3.226000,0.049700,0.039900,0.000011,0.107000,0.292000,150.049000,5
0.720000,0.823000,4,-1.253000,0.052600,0.394000,0.000000,0.144000,0.184000,119.969000,5
0.728000,0.639000,8,-8.710000,0.094000,0.552000,0.010700,0.109000,0.157000,94.999000,5
0.496000,0.797000,9,-5.579000,0.184000,0.110000,0.000000,0.250000,0.384000,150.071000,5
0.592000,0.719000,7,-5.781000,0.075700,0.020600,0.616000,0.221000,0.207000,159.876000,5
0.792000,0.682000,10,-5.293000,0.029900,0.128000,0.000000,0.079300,0.775000,93.973000,5
0.467000,0.796000,7,-3.487000,0.048000,0.144000,0.000000,0.116000,0.236000,77.962000,5
0.789000,0.830000,5,-4.183000,0.075100,0.008820,0.002480,0.173000,0.443000,100.039000,5
0.516000,0.783000,2,-9.778000,0.242000,0.048600,0.010700,0.427000,0.396000,89.522000,5
0.521000,0.809000,6,-5.296000,0.128000,0.150000,0.000001,0.199000,0.491000,149.962000,5
0.467000,0.615000,4,-5.458000,0.036300,0.014100,0.000000,0.111000,0.158000,150.170000,5
0.399000,0.889000,1,-5.738000,0.093600,0.113000,0.000421,0.150000,0.416000,113.809000,5
0.601000,0.557000,0,-6.409000,0.077200,0.315000,0.000002,0.162000,0.235000,74.986000,5
0.367000,0.645000,11,-6.432000,0.040800,0.189000,0.000000,0.105000,0.074200,149.955000,5
0.595000,0.928000,0,-4.825000,0.082100,0.031600,0.000000,0.217000,0.720000,145.068000,5
0.562000,0.859000,5,-3.290000,0.411000,0.150000,0.146000,0.079400,0.397000,184.059000,5
0.460000,0.903000,0,-2.975000,0.201000,0.190000,0.000216,0.203000,0.557000,161.767000,5
0.638000,0.776000,9,-4.610000,0.083000,0.073100,0.000002,0.180000,0.267000,160.100000,5
0.760000,0.682000,11,-5.566000,0.083400,0.264000,0.000003,0.139000,0.889000,186.034000,5
0.771000,0.521000,6,-5.609000,0.199000,0.119000,0.000003,0.104000,0.437000,159.904000,5
0.771000,0.769000,0,-3.504000,0.069400,0.180000,0.000016,0.345000,0.931000,167.969000,5
0.837000,0.562000,11,-4.807000,0.113000,0.331000,0.000014,0.203000,0.356000,94.067000,5
0.835000,0.701000,11,-4.916000,0.098400,0.219000,0.000002,0.116000,0.457000,90.997000,5
0.903000,0.634000,5,-4.027000,0.175000,0.396000,0.000003,0.071200,0.553000,101.053000,5
0.834000,0.750000,1,-2.799000,0.180000,0.553000,0.000066,0.263000,0.858000,95.980000,5
0.697000,0.886000,1,-3.425000,0.295000,0.113000,0.000000,0.296000,0.662000,175.884000,5
0.816000,0.726000,0,-5.334000,0.267000,0.480000,0.000001,0.314000,0.707000,175.933000,5
0.843000,0.549000,6,-8.018000,0.164000,0.094800,0.000000,0.155000,0.541000,83.982000,5
0.544000,0.572000,5,-6.272000,0.147000,0.410000,0.000000,0.115000,0.360000,179.880000,5
0.707000,0.870000,7,-2.958000,0.103000,0.246000,0.000002,0.066400,0.801000,173.939000,5
0.793000,0.631000,2,-6.837000,0.406000,0.055800,0.000000,0.322000,0.741000,168.920000,5
0.800000,0.717000,3,-6.354000,0.051800,0.153000,0.004640,0.166000,0.513000,95.018000,5
0.694000,0.842000,2,-4.910000,0.062400,0.147000,0.000001,0.261000,0.753000,105.020000,5
0.762000,0.829000,7,-5.684000,0.088900,0.009960,0.000093,0.111000,0.857000,100.064000,5
0.859000,0.730000,0,-4.472000,0.063400,0.240000,0.000014,0.082100,0.623000,92.018000,5
0.823000,0.622000,11,-5.706000,0.049100,0.010500,0.000003,0.045300,0.602000,100.022000,5
0.789000,0.765000,9,-4.143000,0.118000,0.490000,0.000000,0.623000,0.491000,95.075000,5
0.781000,0.770000,0,-4.057000,0.123000,0.229000,0.002140,0.164000,0.845000,170.050000,5
0.796000,0.624000,0,-7.532000,0.353000,0.058100,0.000014,0.257000,0.881000,179.967000,5
0.738000,0.783000,0,-4.576000,0.069300,0.055000,0.000000,0.125000,0.699000,176.027000,5
0.744000,0.835000,2,-3.356000,0.156000,0.043400,0.000000,0.091100,0.736000,173.950000,5
0.777000,0.696000,9,-5.123000,0.046400,0.092900,0.000000,0.117000,0.340000,93.019000,5
0.800000,0.556000,8,-3.818000,0.290000,0.172000,0.000023,0.112000,0.810000,188.044000,5
0.792000,0.782000,9,-5.201000,0.053800,0.096100,0.000000,0.142000,0.628000,92.995000,5
0.666000,0.745000,10,-4.892000,0.064900,0.196000,0.000000,0.105000,0.535000,166.009000,5
0.829000,0.605000,0,-6.625000,0.208000,0.430000,0.000013,0.073800,0.689000,95.065000,5
0.796000,0.681000,11,-4.275000,0.057400,0.286000,0.000022,0.103000,0.864000,90.021000,5
0.563000,0.783000,10,-7.121000,0.281000,0.008360,0.000004,0.319000,0.900000,90.118000,5
0.701000,0.940000,1,-2.762000,0.078500,0.041400,0.000021,0.161000,0.945000,89.004000,5
0.853000,0.634000,8,-6.222000,0.414000,0.367000,0.000724,0.104000,0.760000,91.990000,5
0.663000,0.841000,7,-3.420000,0.104000,0.098500,0.000000,0.450000,0.432000,174.021000,5
0.582000,0.676000,1,-7.707000,0.251000,0.365000,0.000000,0.103000,0.493000,181.435000,5
0.817000,0.859000,7,-4.794000,0.090200,0.186000,0.001420,0.291000,0.567000,99.994000,5
0.826000,0.776000,10,-3.442000,0.056600,0.085300,0.000318,0.080600,0.618000,93.050000,5
0.698000,0.658000,5,-6.428000,0.105000,0.052000,0.000005,0.144000,0.620000,169.979000,5
0.600000,0.799000,10,-4.624000,0.046100,0.282000,0.000000,0.096800,0.558000,177.079000,5
0.807000,0.690000,2,-5.491000,0.040400,0.251000,0.000001,0.095400,0.144000,129.994000,5
0.838000,0.737000,0,-3.668000,0.183000,0.135000,0.000005,0.116000,0.689000,155.992000,5
0.719000,0.564000,4,-10.595000,0.106000,0.211000,0.000000,0.671000,0.860000,150.078000,5
0.839000,0.789000,9,-4.645000,0.170000,0.157000,0.000009,0.106000,0.629000,149.946000,5
0.727000,0.653000,4,-4.735000,0.038000,0.089500,0.000000,0.093600,0.038900,140.107000,5
0.797000,0.518000,1,-7.802000,0.046300,0.398000,0.000140,0.092400,0.946000,139.969000,5
0.886000,0.803000,8,-1.174000,0.063700,0.047400,0.000000,0.101000,0.527000,119.959000,5
0.933000,0.626000,11,-6.848000,0.126000,0.236000,0.000000,0.072200,0.543000,122.904000,5
0.773000,0.860000,11,-4.463000,0.051700,0.036900,0.000061,0.117000,0.480000,101.035000,5
0.831000,0.790000,2,-5.090000,0.082300,0.284000,0.000469,0.204000,0.647000,100.030000,5
0.731000,0.563000,5,-8.372000,0.043100,0.228000,0.000167,0.196000,0.506000,138.055000,5
0.755000,0.729000,0,-5.894000,0.040900,0.045800,0.000000,0.144000,0.427000,139.989000,5
0.745000,0.612000,8,-4.282000,0.055700,0.510000,0.161000,0.093900,0.619000,170.000000,5
0.853000,0.860000,1,0.326000,0.134000,0.028700,0.000000,0.074400,0.534000,135.950000,5
0.669000,0.723000,8,-5.113000,0.054200,0.265000,0.000000,0.078800,0.243000,130.013000,5
0.685000,0.508000,9,-9.223000,0.044600,0.010100,0.000000,0.086200,0.454000,129.875000,5
0.598000,0.809000,11,-5.635000,0.194000,0.065500,0.000000,0.792000,0.593000,114.098000,5
0.463000,0.550000,5,-9.747000,0.541000,0.464000,0.000008,0.086900,0.359000,189.779000,5
